Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
158,"[3, np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",13,9,"[[[-5.02498624 -2.92467429 -2.33537493 11.41011566]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.0731636 ]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81826091  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65233296]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58178083]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61248661  7.43903532 -0.75      ]
  [ 5.74154701 22.74999879  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999992 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
159,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41152412]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07379124]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81847922  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65238679]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58179305]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61248845  7.43903532 -0.75      ]
  [ 5.74154701 22.74999896  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999993 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
160,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41281076]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07435584]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81867245  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65243428]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58180369]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249003  7.43903532 -0.75      ]
  [ 5.74154701 22.7499991   3.19309557  3.9566535 ]
  [ 2.50563942 24.99999994 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
161,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41398485]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07486329]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81884347  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65247616]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58181297]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.6124914   7.43903532 -0.75      ]
  [ 5.74154701 22.74999923  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999995 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
162,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41505514]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07531899]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.8189948   3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65251309]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58182105]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249258  7.43903532 -0.75      ]
  [ 5.74154701 22.74999934  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999996 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
163,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]",16,10,"[[[-5.02498624 -2.92467429 -2.33537493 11.41602983]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.0757279 ]
  [-1.64506231  2.14810697 -1.7028651  -1.43502893]
  [-1.29777845  7.42567034 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.26791313]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.8191287   3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.42345137 16.65254562]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.27546455]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58182808]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.3643728  -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.94801726]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249446  7.43903532 -0.75      ]
  [ 7.6675953  22.74999943  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999996 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
164,"[np.int64(3), np.int64(3), np.int64(1), 2, np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",14,12,"[[[-5.02498624 -2.92467429 -2.33537493 11.41691658]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07609456]
  [-1.64506231  3.23209963 -1.7028651  -1.43502893]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81924714  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65254562]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58182808]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249446  7.43903532 -0.75      ]
  [ 7.6675953  22.74999943  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999996 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
165,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41772257]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07642309]
  [-1.64506231  3.23209963 -1.7028651  -1.43502893]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81934782  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65257428]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58183433]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249521  7.43903532 -0.75      ]
  [ 7.6675953  22.74999951  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999997 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
166,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41845447]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07671669]
  [-1.64506231  3.23209963 -1.7028651  -1.43502893]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81943748  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65259953]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58183975]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249586  7.43903532 -0.75      ]
  [ 7.6675953  22.74999958  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999997 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
167,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.92467429 -2.33537493 11.41911843]
  [-2.39979342 -2.19927018 -2.20547433 -1.46940018]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07697903]
  [-1.64506231  3.23209963 -1.7028651  -1.43502893]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81951729  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65262177]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58184445]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249642  7.43903532 -0.75      ]
  [ 7.6675953  22.74999964  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999998 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
168,"[1, np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.84536267 -2.33537493 11.41911843]
  [-2.39979342 -2.19927018 -2.20547433 -0.93841595]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07697903]
  [-1.64506231  3.23209963 -1.7028651   1.00322401]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81951729  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65264133]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58184852]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249691  7.43903532 -0.75      ]
  [ 7.6675953  22.74999969  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999998 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
169,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.84536267 -2.33537493 11.41972018]
  [-2.39979342 -2.19927018 -2.20547433 -0.93841595]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07721339]
  [-1.64506231  3.23209963 -1.7028651   1.00322401]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81959109  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65265855]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58185205]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249733  7.43903532 -0.75      ]
  [ 7.6675953  22.74999973  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999998 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
170,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.84536267 -2.33537493 11.42026506]
  [-2.39979342 -2.19927018 -2.20547433 -0.93841595]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07742311]
  [-1.64506231  3.23209963 -1.7028651   1.00322401]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81965627  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65267368]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58185511]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249769  7.43903532 -0.75      ]
  [ 7.6675953  22.74999977  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999999 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
171,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[-5.02498624 -2.84536267 -2.33537493 11.42075809]
  [-2.39979342 -2.19927018 -2.20547433 -0.93841595]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  1.63214153 13.07761066]
  [-1.64506231  3.23209963 -1.7028651   1.00322401]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81971383  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65268698]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58185777]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.612498    7.43903532 -0.75      ]
  [ 7.6675953  22.7499998   3.19309557  3.9566535 ]
  [ 2.50563942 24.99999999 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
172,"[np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",16,10,"[[[-5.02498624 -2.84536267 -2.33537493 11.42158283]
  [-2.39979342 -2.19927018 -2.20547433 -0.93841595]
  [-1.59982009 -1.15725018 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    1.53925251]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 1.7940513  -1.90516174  2.86484185 13.07777828]
  [-1.64506231  3.23209963 -1.7028651   1.00322401]
  [-0.86350971  8.05249741 -1.13003398 -0.89049869]
  [-0.77255948 -0.67158462 -0.94548223 13.73197986]
  [-0.6086113  -1.45958906 -0.59328369 -0.34073633]]

 [[ 1.40375591 14.81976465  3.10693636 -0.56932978]
  [-1.2196728   0.15385849 -1.05382842 16.65269867]
  [-0.78658965 -0.66604122 -0.42298162  5.81907814]
  [-0.59030495 -0.41029594  1.01459427 18.571068  ]
  [-0.298875   -0.75       -0.33825844  6.68148243]]

 [[-1.494375    7.45395209 -0.99069634 -0.94791429]
  [-0.11847289  5.9962071   4.77263216 18.58186007]
  [-0.61251787  2.58050655 -0.50978474 17.20982355]
  [-0.3879379  22.41480934 -0.07874293 -0.15      ]
  [ 0.64530013  4.14220018  0.25565927 24.95581467]]

 [[-0.75        6.54699544 -0.82262341 -1.408875  ]
  [ 0.1327452  20.61249828  7.43903532 -0.75      ]
  [ 7.6675953  22.74999983  3.19309557  3.9566535 ]
  [ 2.50563942 24.99999999 10.68212207  5.19774355]
  [ 0.          0.          0.          0.        ]]]"
