Episode,Q-table
11,"[[[-7.25187165 -6.95645289 -7.25187165 -7.28413249]
  [-5.9332797  -5.67372516 -5.10118761 -5.34991953]
  [-4.83674179 -4.20151651 -4.41646402 -4.80367485]
  [-3.78115449 -3.90961283 -3.6941703  -3.57867854]
  [-3.61353359 -2.86114055 -2.96641843 -2.86114055]]

 [[-6.44961544 -5.92759406 -5.87160025 -6.26168556]
  [-5.3592431  -4.8382054  -4.86347179 -5.09287061]
  [-4.55555752 -4.043885   -3.97658154 -4.40734924]
  [-3.1325427  -3.35575289 -3.74995971 -2.84819531]
  [-2.9642482  -2.23316719 -2.32332961 -2.7693082 ]]

 [[-5.03041368 -4.93857154 -5.04099063 -5.24211661]
  [-4.52431634 -4.47773362 -4.14712169 -4.1312146 ]
  [-3.16169308 -3.26559047 -4.61203987 -3.49414199]
  [-2.23316719 -2.05147969 -2.48129687 -2.12709375]
  [-1.494375   -1.494375   -1.69129219 -0.17498438]]

 [[-3.6941703  -4.14370351 -4.17139375 -4.22237633]
  [-3.06906204 -2.77097813 -4.04336091 -4.01986017]
  [-2.23316719 -2.43587474 -2.4950334  -2.08955391]
  [-1.58521875 -0.853125   -0.856875    2.94531632]
  [-1.17377143 -0.75       -0.856875    9.646875  ]]

 [[-3.6941703  -3.48919234 -3.78355516 -3.6941703 ]
  [-2.88920125 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      1.64834118 -1.50960469 -1.99013678]
  [-0.75       18.18773687  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
12,"[[[-7.25187165 -7.38990419 -7.25187165 -7.28413249]
  [-5.9332797  -5.67372516 -5.8129287  -5.98687587]
  [-4.83674179 -4.83125073 -4.41646402 -4.80367485]
  [-3.78115449 -3.90961283 -3.6941703  -4.19774459]
  [-3.61353359 -2.86114055 -2.96641843 -2.86114055]]

 [[-6.44961544 -5.92759406 -5.87160025 -6.26168556]
  [-5.3592431  -5.42913746 -4.86347179 -5.09287061]
  [-4.55555752 -4.043885   -4.72881041 -4.40734924]
  [-3.1325427  -3.35575289 -3.74995971 -3.46330187]
  [-2.9642482  -2.23316719 -2.32332961 -2.7693082 ]]

 [[-5.03041368 -4.93857154 -5.04099063 -5.24211661]
  [-4.52431634 -4.47773362 -4.14712169 -4.1312146 ]
  [-3.16169308 -3.26559047 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -2.12709375]
  [-1.494375   -1.494375   -1.69129219  0.47594297]]

 [[-3.6941703  -4.14370351 -4.17139375 -4.22237633]
  [-3.06906204 -2.77097813 -4.04336091 -4.01986017]
  [-2.23316719 -2.43587474 -2.4950334  -2.08955391]
  [-1.58521875 -0.853125   -0.856875    2.94531632]
  [-1.17377143 -0.75       -0.856875   11.94984375]]

 [[-3.6941703  -3.48919234 -3.78355516 -3.6941703 ]
  [-2.88920125 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      1.64834118 -1.50960469 -1.99013678]
  [-0.75       18.18773687  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
13,"[[[-7.94748261 -7.83992439 -7.25187165 -7.28413249]
  [-5.9332797  -6.20201251 -5.8129287  -5.98687587]
  [-4.83674179 -4.83125073 -5.13334054 -5.40937723]
  [-3.78115449 -3.90961283 -3.6941703  -4.19774459]
  [-3.61353359 -2.86114055 -2.96641843 -2.86114055]]

 [[-6.44961544 -5.92759406 -5.87160025 -6.26168556]
  [-5.3592431  -5.42913746 -4.86347179 -5.09287061]
  [-4.55555752 -4.63368959 -4.72881041 -4.94678812]
  [-4.04070856 -3.35575289 -3.74995971 -3.46330187]
  [-2.9642482  -2.23316719 -2.32332961 -2.7693082 ]]

 [[-5.03041368 -4.93857154 -5.04099063 -5.24211661]
  [-4.52431634 -4.47773362 -4.14712169 -4.65639679]
  [-4.0261372  -3.26559047 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -2.12709375]
  [-1.494375   -1.494375   -1.69129219  0.47594297]]

 [[-3.6941703  -4.14370351 -4.17139375 -4.22237633]
  [-3.06906204 -3.40309284 -4.04336091 -4.01986017]
  [-2.23316719 -2.43587474 -2.4950334  -2.2912322 ]
  [-1.58521875 -0.853125   -0.856875    2.94531632]
  [-1.17377143 -0.75       -0.856875   11.94984375]]

 [[-3.6941703  -3.48919234 -3.78355516 -3.6941703 ]
  [-2.88920125 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      3.24284251 -1.50960469 -1.99013678]
  [-0.75       19.20957634  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
14,"[[[-7.94748261 -8.26706555 -7.94748261 -8.20616546]
  [-6.91047697 -6.20201251 -6.51933174 -6.60253663]
  [-4.83674179 -4.83125073 -5.13334054 -5.40937723]
  [-3.78115449 -3.90961283 -3.6941703  -4.19774459]
  [-3.61353359 -2.86114055 -2.96641843 -2.86114055]]

 [[-6.44961544 -6.48149968 -6.84925594 -6.77617917]
  [-6.19764682 -6.01393379 -5.71229336 -5.66990486]
  [-5.31526862 -4.63368959 -4.72881041 -4.94678812]
  [-4.04070856 -3.35575289 -3.74995971 -3.46330187]
  [-2.9642482  -2.23316719 -2.32332961 -2.7693082 ]]

 [[-5.03041368 -5.58586285 -5.04099063 -5.24211661]
  [-4.52431634 -5.02142022 -4.96809817 -4.65639679]
  [-4.0261372  -3.82886276 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -2.13832211]
  [-1.494375   -1.494375   -1.69129219  0.47594297]]

 [[-3.6941703  -4.14370351 -4.17139375 -4.22237633]
  [-3.06906204 -3.40309284 -4.04336091 -4.01986017]
  [-2.23316719 -2.43587474 -2.4950334  -2.2912322 ]
  [-1.58521875 -0.853125   -0.856875    4.4908835 ]
  [-1.17377143 -0.75       -0.856875   11.94984375]]

 [[-3.6941703  -3.48919234 -3.78355516 -3.6941703 ]
  [-2.88920125 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      3.24284251 -1.50960469 -1.99013678]
  [-0.75       20.07813989  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
15,"[[[-8.63787649 -8.26706555 -8.63787649 -8.64431084]
  [-6.91047697 -6.20201251 -6.51933174 -6.60253663]
  [-4.83674179 -4.83125073 -5.13334054 -5.40937723]
  [-3.78115449 -3.90961283 -3.6941703  -4.19774459]
  [-3.61353359 -2.86114055 -2.96641843 -2.86114055]]

 [[-7.15124332 -7.06723617 -6.84925594 -7.30573775]
  [-6.19764682 -6.01393379 -5.71229336 -6.21413421]
  [-5.31526862 -4.63368959 -4.72881041 -4.94678812]
  [-4.04070856 -3.35575289 -3.74995971 -3.46330187]
  [-2.9642482  -2.23316719 -2.32332961 -2.7693082 ]]

 [[-5.74268558 -6.16151996 -6.00044757 -5.73221838]
  [-5.31250284 -5.02142022 -4.96809817 -5.192878  ]
  [-4.0261372  -3.82886276 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -2.13832211]
  [-1.494375   -1.494375   -1.69129219  0.47594297]]

 [[-5.13334054 -5.3174878  -5.01402585 -4.83622979]
  [-4.71184602 -4.44322754 -4.04336091 -4.01986017]
  [-3.21151261 -2.43587474 -2.4950334  -2.23544231]
  [-1.58521875 -0.853125   -0.856875    4.4908835 ]
  [-1.17377143 -0.75       -0.856875   11.94984375]]

 [[-4.41646402 -4.12752467 -4.59536801 -4.41646402]
  [-3.73224033 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      4.86755107 -1.50960469 -1.99013678]
  [-0.75       20.81641891  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
16,"[[[-8.63787649 -8.6607925  -8.63787649 -8.64431084]
  [-6.91047697 -6.71016386 -6.51933174 -6.60253663]
  [-4.83674179 -5.38298239 -5.13334054 -5.40937723]
  [-3.78115449 -4.48088344 -4.41646402 -4.19774459]
  [-3.61353359 -3.58968199 -3.6941703  -4.11979284]]

 [[-7.15124332 -7.06723617 -6.84925594 -7.30573775]
  [-6.19764682 -6.01393379 -5.71229336 -6.21413421]
  [-5.31526862 -4.63368959 -4.72881041 -4.94678812]
  [-4.04070856 -3.35575289 -3.74995971 -3.46330187]
  [-2.9642482  -2.96641843 -3.1325427  -3.0360901 ]]

 [[-5.74268558 -6.16151996 -6.00044757 -5.73221838]
  [-5.31250284 -5.02142022 -4.96809817 -5.192878  ]
  [-4.0261372  -3.82886276 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -2.13832211]
  [-1.494375   -1.494375   -1.69129219  1.35740426]]

 [[-5.13334054 -5.3174878  -5.01402585 -4.83622979]
  [-4.71184602 -4.44322754 -4.04336091 -4.01986017]
  [-3.21151261 -2.43587474 -2.4950334  -2.23544231]
  [-1.58521875 -0.853125   -0.856875    4.4908835 ]
  [-1.17377143 -0.75       -0.856875   13.90736719]]

 [[-4.41646402 -4.12752467 -4.59536801 -4.41646402]
  [-3.73224033 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      4.86755107 -1.50960469 -1.99013678]
  [-0.75       20.81641891  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
17,"[[[-9.32309242 -9.45243632 -9.96292523 -9.07368318]
  [-7.9122021  -7.55294476 -7.22043675 -7.70671981]
  [-6.74167997 -5.38298239 -5.13334054 -5.40937723]
  [-3.78115449 -4.48088344 -4.41646402 -4.19774459]
  [-3.61353359 -3.58968199 -3.6941703  -4.11979284]]

 [[-7.15124332 -7.06723617 -7.80603048 -7.30573775]
  [-6.19764682 -6.52214448 -6.56164771 -6.21413421]
  [-5.31526862 -5.16683094 -4.72881041 -4.94678812]
  [-4.04070856 -4.02479533 -3.74995971 -3.99851749]
  [-3.76313149 -2.96641843 -3.1325427  -3.0360901 ]]

 [[-5.74268558 -6.16151996 -6.00044757 -5.73221838]
  [-5.31250284 -5.02142022 -4.96809817 -5.192878  ]
  [-4.0261372  -3.82886276 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -1.9276229 ]
  [-1.494375   -1.494375   -1.69129219  1.35740426]]

 [[-5.13334054 -5.3174878  -5.01402585 -4.83622979]
  [-4.71184602 -4.44322754 -4.04336091 -4.01986017]
  [-3.21151261 -2.43587474 -2.4950334  -2.23544231]
  [-1.58521875 -0.853125   -0.856875    6.03359067]
  [-1.17377143 -0.75       -0.856875   13.90736719]]

 [[-4.41646402 -4.12752467 -4.59536801 -4.41646402]
  [-3.73224033 -2.93194342 -3.04521045 -2.96641843]
  [-1.3875      4.86755107 -1.50960469 -1.99013678]
  [-0.75       21.44395607  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
18,"[[[-9.32309242 -9.45243632 -9.96292523 -9.46971186]
  [-7.9122021  -7.55294476 -7.22043675 -7.70671981]
  [-6.74167997 -5.38298239 -5.13334054 -5.40937723]
  [-3.78115449 -4.48088344 -4.41646402 -4.19774459]
  [-3.61353359 -3.58968199 -3.6941703  -4.11979284]]

 [[-7.847609   -7.64031542 -7.80603048 -7.77671821]
  [-7.03705197 -6.52214448 -6.56164771 -6.21413421]
  [-5.31526862 -5.16683094 -4.72881041 -4.94678812]
  [-4.04070856 -4.02479533 -3.74995971 -3.99851749]
  [-3.76313149 -2.96641843 -3.1325427  -3.0360901 ]]

 [[-5.74268558 -6.16151996 -6.00044757 -6.31154837]
  [-5.31250284 -5.02142022 -4.96809817 -5.192878  ]
  [-4.0261372  -3.82886276 -4.61203987 -3.49414199]
  [-2.23316719 -2.51869301 -2.48129687 -1.9276229 ]
  [-1.494375   -1.494375   -1.69129219  1.35740426]]

 [[-5.13334054 -5.3174878  -5.01402585 -5.44896758]
  [-4.71184602 -4.44322754 -4.04336091 -4.01986017]
  [-3.21151261 -2.43587474 -2.4950334  -2.23544231]
  [-1.58521875 -0.853125   -0.856875    6.03359067]
  [-1.17377143 -0.75       -0.856875   13.90736719]]

 [[-4.41646402 -4.6761979  -4.59536801 -4.41646402]
  [-3.73224033 -2.54852588 -3.04521045 -2.96641843]
  [-1.3875      6.44318215 -1.50960469 -1.99013678]
  [-0.75       21.97736266  0.          0.        ]
  [ 0.          0.          0.          0.        ]]]"
19,"[[[-10.00316923  -9.81348311  -9.96292523  -9.46971186]
  [ -7.9122021   -7.90150408  -7.91628347  -7.70671981]
  [ -6.74167997  -6.33287572  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -4.85245216]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -7.847609    -7.64031542  -7.80603048  -7.77671821]
  [ -7.03705197  -6.52214448  -6.56164771  -6.74756646]
  [ -5.31526862  -5.16683094  -5.60237862  -5.45268514]
  [ -4.04070856  -4.02479533  -4.56681188  -3.99851749]
  [ -3.76313149  -2.96641843  -3.1325427   -3.0360901 ]]

 [[ -5.74268558  -6.16151996  -6.00044757  -6.31154837]
  [ -5.31250284  -5.51612242  -5.85839757  -5.192878  ]
  [ -4.88017061  -3.82886276  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.9276229 ]
  [ -1.494375    -1.494375    -1.69129219   1.35740426]]

 [[ -5.13334054  -5.3174878   -5.01402585  -5.44896758]
  [ -4.71184602  -4.44322754  -4.04336091  -4.01986017]
  [ -3.21151261  -2.43587474  -2.4950334   -1.73197251]
  [ -1.58521875  -0.853125    -0.856875     6.03359067]
  [ -1.17377143  -0.75        -0.856875    13.90736719]]

 [[ -4.41646402  -4.6761979   -4.59536801  -4.41646402]
  [ -3.73224033  -2.54852588  -3.04521045  -2.96641843]
  [ -1.3875       7.858479    -1.50960469  -1.99013678]
  [ -0.75        22.43075826   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
20,"[[[-10.00316923  -9.81348311  -9.96292523  -9.88800003]
  [ -7.9122021   -7.90150408  -7.91628347  -7.70671981]
  [ -6.74167997  -6.33287572  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -4.85245216]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -7.847609    -8.1736737   -7.80603048  -7.77671821]
  [ -7.03705197  -7.03009622  -6.56164771  -6.74756646]
  [ -5.31526862  -5.71159504  -5.60237862  -5.45268514]
  [ -4.04070856  -4.02479533  -4.56681188  -4.42342613]
  [ -3.76313149  -2.96641843  -3.1325427   -3.0360901 ]]

 [[ -5.74268558  -6.16151996  -6.00044757  -6.31154837]
  [ -5.31250284  -5.51612242  -5.85839757  -5.192878  ]
  [ -4.88017061  -3.82886276  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.52869279]
  [ -1.494375    -1.494375    -1.69129219   1.35740426]]

 [[ -5.13334054  -5.3174878   -5.01402585  -5.44896758]
  [ -4.71184602  -4.44322754  -4.04336091  -4.01986017]
  [ -3.21151261  -2.43587474  -2.4950334   -1.73197251]
  [ -1.58521875   0.50664357  -0.856875     6.03359067]
  [ -1.17377143  -0.75        -0.856875    15.57126211]]

 [[ -4.41646402  -4.6761979   -4.59536801  -4.41646402]
  [ -3.73224033  -2.54852588  -3.04521045  -2.96641843]
  [ -1.3875       7.858479    -1.50960469  -1.99013678]
  [ -0.75        22.43075826   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
21,"[[[-10.00316923 -10.18966822  -9.96292523  -9.88800003]
  [ -7.9122021   -8.36871325  -7.91628347  -8.23574664]
  [ -6.74167997  -6.82441879  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -5.44811767]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -7.847609    -8.1736737   -7.80603048  -7.77671821]
  [ -7.03705197  -7.03009622  -7.45336488  -6.74756646]
  [ -5.31526862  -5.71159504  -5.60237862  -5.45268514]
  [ -4.04070856  -4.59379065  -4.56681188  -4.42342613]
  [ -3.76313149  -3.6941703   -3.1325427   -3.13724648]]

 [[ -5.74268558  -6.16151996  -6.00044757  -6.31154837]
  [ -5.31250284  -5.51612242  -5.85839757  -5.192878  ]
  [ -4.88017061  -3.82886276  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.52869279]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -5.13334054  -5.3174878   -5.01402585  -5.44896758]
  [ -4.71184602  -4.44322754  -4.04336091  -4.01986017]
  [ -3.21151261  -2.43587474  -2.4950334   -1.73197251]
  [ -1.58521875   0.50664357  -0.856875     6.03359067]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -4.41646402  -4.6761979   -4.59536801  -4.41646402]
  [ -3.73224033  -2.54852588  -3.04521045  -2.96641843]
  [ -1.3875       7.858479    -1.50960469  -1.99013678]
  [ -0.75        22.43075826   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
22,"[[[-10.00316923 -10.18966822  -9.96292523 -10.5918193 ]
  [ -7.9122021   -8.36871325  -7.91628347  -8.23574664]
  [ -6.74167997  -6.82441879  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -5.44811767]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -8.53875193  -8.65915086  -8.80484275  -8.17854317]
  [ -7.03705197  -7.03009622  -7.45336488  -7.22541661]
  [ -5.31526862  -5.71159504  -5.60237862  -5.45268514]
  [ -4.04070856  -4.59379065  -4.56681188  -4.42342613]
  [ -3.76313149  -3.6941703   -3.1325427   -3.13724648]]

 [[ -6.44961544  -6.16151996  -6.96273978  -6.31154837]
  [ -5.31250284  -5.51612242  -5.85839757  -5.73677637]
  [ -4.88017061  -3.82886276  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.52869279]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -5.13334054  -5.3174878   -5.01402585  -5.44896758]
  [ -4.71184602  -4.44322754  -4.04336091  -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334   -1.73197251]
  [ -1.58521875   0.50664357  -0.856875     6.03359067]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -4.41646402  -4.6761979   -4.59536801  -4.41646402]
  [ -3.73224033  -1.79641374  -3.04521045  -2.96641843]
  [ -1.3875       9.1260902   -1.50960469  -1.99013678]
  [ -0.75        22.81614452   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
23,"[[[-10.67814546 -10.83597116 -10.63820329 -10.5918193 ]
  [ -8.9771375   -8.36871325  -8.60691135  -8.75217336]
  [ -6.74167997  -6.82441879  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -5.44811767]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -8.53875193  -8.65915086  -8.80484275  -8.57977829]
  [ -7.89693658  -7.48300757  -7.45336488  -7.22541661]
  [ -6.27075823  -5.71159504  -5.60237862  -5.45268514]
  [ -4.04070856  -4.59379065  -4.56681188  -4.42342613]
  [ -3.76313149  -3.6941703   -3.1325427   -3.13724648]]

 [[ -6.44961544  -7.26872252  -6.96273978  -6.31154837]
  [ -6.16502306  -5.984317    -5.85839757  -5.73677637]
  [ -4.88017061  -4.22237207  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.1896022 ]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -5.13334054  -5.3174878   -5.01402585  -5.44896758]
  [ -4.71184602  -4.44322754  -4.04336091  -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334   -1.73197251]
  [ -1.58521875   0.50664357  -0.856875     7.62985267]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -4.41646402  -4.6761979   -4.59536801  -4.41646402]
  [ -3.73224033  -1.79641374  -3.04521045  -2.96641843]
  [ -1.3875       9.1260902   -1.50960469  -1.99013678]
  [ -0.75        23.14372284   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
24,"[[[-10.67814546 -10.83597116 -10.63820329 -10.96981855]
  [ -8.9771375   -8.36871325  -8.60691135  -8.75217336]
  [ -6.74167997  -6.82441879  -6.55100418  -6.57346952]
  [ -5.63270516  -5.0702806   -5.13334054  -5.44811767]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -9.22471129  -8.65915086  -8.80484275  -8.94220719]
  [ -7.89693658  -7.48300757  -7.45336488  -7.22541661]
  [ -6.27075823  -5.71159504  -5.60237862  -5.45268514]
  [ -4.04070856  -4.59379065  -4.56681188  -4.42342613]
  [ -3.76313149  -3.6941703   -3.1325427   -3.13724648]]

 [[ -7.15124332  -7.26872252  -6.96273978  -7.28641861]
  [ -6.16502306  -5.984317    -5.85839757  -6.25941984]
  [ -4.88017061  -4.22237207  -4.61203987  -4.03857122]
  [ -2.23316719  -2.51869301  -2.48129687  -1.1896022 ]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -6.55100418  -6.29531595  -5.93099218  -6.01096857]
  [ -5.531547    -4.77354949  -5.0043474   -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334   -0.23298461]
  [ -1.58521875   0.50664357  -0.856875     7.62985267]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -5.13334054  -4.6761979   -5.48895258  -5.13334054]
  [ -3.73224033  -1.79641374  -3.04521045  -2.96641843]
  [ -1.3875      10.30515718  -2.16450749  -1.99013678]
  [ -0.75        23.42216442   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
25,"[[[-11.34805937 -11.15311713 -11.30841676 -10.96981855]
  [ -8.9771375   -8.79692436  -8.60691135  -8.75217336]
  [ -6.74167997  -6.82441879  -7.25187165  -7.11445672]
  [ -5.63270516  -5.0702806   -5.13334054  -5.44811767]
  [ -4.49621505  -4.31275938  -3.6941703   -4.11979284]]

 [[ -9.22471129  -8.65915086  -8.80484275  -8.94220719]
  [ -7.89693658  -7.48300757  -7.45336488  -7.22541661]
  [ -6.27075823  -5.71159504  -5.60237862  -5.96027877]
  [ -4.04070856  -4.59379065  -4.56681188  -4.42342613]
  [ -3.76313149  -3.6941703   -3.1325427   -3.13724648]]

 [[ -7.15124332  -7.26872252  -6.96273978  -7.28641861]
  [ -6.16502306  -5.984317    -5.85839757  -6.25941984]
  [ -4.88017061  -4.22237207  -4.61203987  -4.21598584]
  [ -2.23316719  -2.51869301  -2.48129687  -1.1896022 ]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -6.55100418  -6.29531595  -5.93099218  -6.01096857]
  [ -5.531547    -4.77354949  -5.0043474   -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334    0.52044798]
  [ -1.58521875   0.50664357  -0.856875     7.62985267]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -5.13334054  -4.6761979   -5.48895258  -5.13334054]
  [ -3.73224033  -1.79641374  -3.04521045  -2.96641843]
  [ -1.3875      11.34704203  -2.16450749  -1.99013678]
  [ -0.75        23.65883975   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
26,"[[[-11.34805937 -11.15311713 -11.30841676 -11.30827477]
  [ -8.9771375   -9.19986539  -9.29235951  -9.25567593]
  [ -7.7339897   -7.27327096  -7.25187165  -7.11445672]
  [ -5.63270516  -5.58615778  -5.84484048  -5.95670099]
  [ -5.30328382  -5.03041368  -5.13334054  -4.69821125]]

 [[ -9.22471129  -9.1399001   -8.80484275  -8.94220719]
  [ -7.89693658  -7.90889538  -8.31184502  -7.72642577]
  [ -6.27075823  -6.23519401  -6.47271122  -5.96027877]
  [ -4.99850457  -4.59379065  -4.56681188  -4.67943052]
  [ -3.76313149  -3.6941703   -4.0272295   -3.13724648]]

 [[ -7.15124332  -7.26872252  -6.96273978  -7.28641861]
  [ -6.16502306  -5.984317    -6.79174243  -6.25941984]
  [ -4.88017061  -4.22237207  -4.61203987  -4.21598584]
  [ -2.23316719  -2.51869301  -2.48129687  -0.67390787]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -6.55100418  -6.29531595  -5.93099218  -6.01096857]
  [ -5.531547    -4.77354949  -5.0043474   -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334    0.52044798]
  [ -1.58521875   0.50664357  -0.856875     9.10675943]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -5.13334054  -4.6761979   -5.48895258  -5.13334054]
  [ -3.73224033  -1.79641374  -3.04521045  -2.96641843]
  [ -1.3875      11.34704203  -2.16450749  -1.99013678]
  [ -0.75        23.86001379   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
27,"[[[-12.01294892 -11.84396372 -11.97360364 -11.61672364]
  [ -9.99199603  -9.58369566  -9.29235951  -9.25567593]
  [ -7.7339897   -7.27327096  -7.25187165  -7.64662794]
  [ -5.63270516  -5.58615778  -5.84484048  -5.95670099]
  [ -5.30328382  -5.03041368  -5.13334054  -4.69821125]]

 [[ -9.22471129  -9.1399001   -9.84556573  -8.94220719]
  [ -7.89693658  -7.90889538  -8.31184502  -7.72642577]
  [ -6.27075823  -6.23519401  -6.47271122  -6.41701493]
  [ -4.99850457  -4.59379065  -4.56681188  -4.67943052]
  [ -3.76313149  -3.6941703   -4.0272295   -3.13724648]]

 [[ -7.15124332  -7.26872252  -6.96273978  -7.28641861]
  [ -6.16502306  -5.984317    -6.79174243  -6.25941984]
  [ -4.88017061  -4.22237207  -4.61203987  -4.25942413]
  [ -2.23316719  -2.51869301  -2.48129687  -0.67390787]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -6.55100418  -6.29531595  -5.93099218  -6.01096857]
  [ -5.531547    -4.77354949  -5.0043474   -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334    1.30933427]
  [ -1.58521875   0.50664357  -0.856875     9.10675943]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -5.13334054  -4.6761979   -5.48895258  -5.13334054]
  [ -3.73224033  -0.65999819  -3.04521045  -2.96641843]
  [ -2.18536396  12.29503769  -2.16450749  -0.82466277]
  [ -0.75        24.03101172   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
28,"[[[-12.01294892 -11.84396372 -11.97360364 -11.89847962]
  [ -9.99199603  -9.58369566  -9.29235951  -9.25567593]
  [ -7.7339897   -7.27327096  -7.25187165  -7.64662794]
  [ -5.63270516  -5.58615778  -5.84484048  -5.95670099]
  [ -5.30328382  -5.03041368  -5.13334054  -4.69821125]]

 [[ -9.22471129  -9.61993076  -9.84556573  -8.94220719]
  [ -7.89693658  -7.90889538  -8.31184502  -8.17022708]
  [ -6.27075823  -6.23519401  -6.47271122  -6.41701493]
  [ -4.99850457  -4.59379065  -4.56681188  -4.67943052]
  [ -3.76313149  -3.6941703   -4.0272295   -3.13724648]]

 [[ -7.15124332  -7.26872252  -6.96273978  -7.28641861]
  [ -6.16502306  -6.43835747  -6.79174243  -6.25941984]
  [ -4.88017061  -4.43504813  -4.61203987  -4.25942413]
  [ -2.23316719  -2.51869301  -2.48129687  -0.02510847]
  [ -1.494375    -1.494375    -1.69129219   2.62269847]]

 [[ -6.55100418  -6.29531595  -5.93099218  -6.01096857]
  [ -5.531547    -4.77354949  -5.0043474   -4.53004608]
  [ -3.21151261  -2.43587474  -2.4950334    1.30933427]
  [ -1.58521875   0.50664357  -0.856875    10.41516469]
  [ -1.17377143  -0.75        -0.856875    16.98557279]]

 [[ -5.13334054  -4.6761979   -5.48895258  -5.13334054]
  [ -3.73224033  -0.65999819  -3.04521045  -2.96641843]
  [ -2.18536396  12.29503769  -2.16450749  -0.82466277]
  [ -0.75        24.17635996   0.           0.        ]
  [  0.           0.           0.           0.        ]]]"
