Episode,Action Sequence
914,"[1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
915,"[np.int64(1), np.int64(3), np.int64(1), 1, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
916,"[np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
917,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
918,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
919,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3)]"
920,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, 1, np.int64(3)]"
921,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3)]"
922,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3)]"
923,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), 3]"
924,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
925,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
926,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 0, 0, np.int64(1), np.int64(1), 1, 2, np.int64(3), 1, np.int64(3), np.int64(3)]"
927,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
928,"[np.int64(1), 0, np.int64(1), 0, np.int64(1), 3, np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
929,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3)]"
930,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3)]"
931,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
932,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
933,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
934,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
935,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
936,"[1, np.int64(3), 1, np.int64(3), 2, 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
937,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), 1, np.int64(3)]"
938,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
939,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), 0, np.int64(1), 3, np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3)]"
940,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(3)]"
941,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
942,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
943,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
944,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
945,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 3, np.int64(1), np.int64(3), np.int64(3)]"
946,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3)]"
947,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
948,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
949,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
950,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3)]"
951,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), 1, 1, np.int64(3), np.int64(3), np.int64(3), 3, 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
952,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
953,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
954,"[np.int64(1), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3)]"
955,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
956,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
957,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), 3]"
958,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
959,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
960,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
961,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, 1, np.int64(1), np.int64(3)]"
962,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3)]"
963,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
964,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
965,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
966,"[np.int64(1), 2, 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
967,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
968,"[np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
969,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(1), 2, np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3)]"
970,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
971,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3)]"
972,"[2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
973,"[0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
974,"[1, 0, np.int64(1), 3, 0, np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
975,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
976,"[np.int64(1), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
977,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1)]"
978,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3)]"
979,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
980,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3)]"
981,"[1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3)]"
982,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
983,"[np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3)]"
984,"[2, 2, np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), 1, np.int64(3)]"
985,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
986,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
987,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3)]"
988,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
989,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
990,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
991,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
992,"[np.int64(1), 2, np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
993,"[2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
994,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3)]"
995,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3)]"
996,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]"
